"rep","node","model1","model2","identity","blens","system"
38,6,"best","kSR",94.7368421052632,0.2,"SR"
38,5,"poisson","ER",94.7368421052632,0.2,"SR"
38,6,"poisson","ER",89.4736842105263,0.2,"SR"
38,5,"poisson","kSR",93.4210526315789,0.2,"SR"
38,6,"poisson","kSR",88.1578947368421,0.2,"SR"
38,5,"ER","kSR",98.6842105263158,0.2,"SR"
38,6,"ER","kSR",97.3684210526316,0.2,"SR"
39,5,"best","poisson",92.1052631578947,0.2,"SR"
39,6,"best","poisson",97.3684210526316,0.2,"SR"
39,5,"best","ER",92.1052631578947,0.2,"SR"
39,6,"best","ER",96.0526315789474,0.2,"SR"
39,5,"best","kSR",93.4210526315789,0.2,"SR"
39,6,"best","kSR",98.6842105263158,0.2,"SR"
39,5,"poisson","ER",97.3684210526316,0.2,"SR"
39,6,"poisson","ER",98.6842105263158,0.2,"SR"
39,5,"poisson","kSR",96.0526315789474,0.2,"SR"
39,6,"poisson","kSR",98.6842105263158,0.2,"SR"
39,5,"ER","kSR",98.6842105263158,0.2,"SR"
39,6,"ER","kSR",97.3684210526316,0.2,"SR"
40,5,"best","poisson",97.3684210526316,0.2,"SR"
40,6,"best","poisson",96.0526315789474,0.2,"SR"
40,5,"best","ER",97.3684210526316,0.2,"SR"
40,6,"best","ER",97.3684210526316,0.2,"SR"
40,5,"best","kSR",98.6842105263158,0.2,"SR"
40,6,"best","kSR",98.6842105263158,0.2,"SR"
40,5,"poisson","ER",97.3684210526316,0.2,"SR"
40,6,"poisson","ER",97.3684210526316,0.2,"SR"
40,5,"poisson","kSR",97.3684210526316,0.2,"SR"
40,6,"poisson","kSR",97.3684210526316,0.2,"SR"
40,5,"ER","kSR",97.3684210526316,0.2,"SR"
40,6,"ER","kSR",98.6842105263158,0.2,"SR"
41,5,"best","poisson",96.0526315789474,0.2,"SR"
41,6,"best","poisson",96.0526315789474,0.2,"SR"
41,5,"best","ER",96.0526315789474,0.2,"SR"
41,6,"best","ER",98.6842105263158,0.2,"SR"
41,5,"best","kSR",97.3684210526316,0.2,"SR"
41,6,"best","kSR",97.3684210526316,0.2,"SR"
41,5,"poisson","ER",97.3684210526316,0.2,"SR"
41,6,"poisson","ER",96.0526315789474,0.2,"SR"
41,5,"poisson","kSR",96.0526315789474,0.2,"SR"
41,6,"poisson","kSR",97.3684210526316,0.2,"SR"
41,5,"ER","kSR",98.6842105263158,0.2,"SR"
41,6,"ER","kSR",97.3684210526316,0.2,"SR"
42,5,"best","poisson",94.7368421052632,0.2,"SR"
42,6,"best","poisson",94.7368421052632,0.2,"SR"
42,5,"best","ER",93.4210526315789,0.2,"SR"
42,6,"best","ER",98.6842105263158,0.2,"SR"
42,5,"best","kSR",94.7368421052632,0.2,"SR"
42,6,"best","kSR",98.6842105263158,0.2,"SR"
42,5,"poisson","ER",90.7894736842105,0.2,"SR"
