"rep","node","model1","model2","identity","blens","system"
32,5,"best","H3",97.2727272727273,0.2,"HA"
32,6,"best","H3",98.1818181818182,0.2,"HA"
32,5,"poisson","H1",93.2727272727273,0.2,"HA"
32,6,"poisson","H1",94.9090909090909,0.2,"HA"
32,5,"poisson","H3",93.6363636363636,0.2,"HA"
32,6,"poisson","H3",95.4545454545455,0.2,"HA"
32,5,"H1","H3",98.5454545454545,0.2,"HA"
32,6,"H1","H3",98.5454545454545,0.2,"HA"
33,5,"best","poisson",94.5454545454545,0.2,"HA"
33,6,"best","poisson",92.3636363636364,0.2,"HA"
33,5,"best","H1",96,0.2,"HA"
33,6,"best","H1",97.2727272727273,0.2,"HA"
33,5,"best","H3",96.9090909090909,0.2,"HA"
33,6,"best","H3",97.4545454545455,0.2,"HA"
33,5,"poisson","H1",92.7272727272727,0.2,"HA"
33,6,"poisson","H1",90.7272727272727,0.2,"HA"
33,5,"poisson","H3",93.0909090909091,0.2,"HA"
33,6,"poisson","H3",91.2727272727273,0.2,"HA"
33,5,"H1","H3",98,0.2,"HA"
33,6,"H1","H3",98.7272727272727,0.2,"HA"
34,5,"best","poisson",94,0.2,"HA"
34,6,"best","poisson",94.3636363636364,0.2,"HA"
34,5,"best","H1",97.4545454545455,0.2,"HA"
34,6,"best","H1",97.6363636363636,0.2,"HA"
34,5,"best","H3",97.8181818181818,0.2,"HA"
34,6,"best","H3",97.2727272727273,0.2,"HA"
34,5,"poisson","H1",93.8181818181818,0.2,"HA"
34,6,"poisson","H1",94,0.2,"HA"
34,5,"poisson","H3",93.4545454545455,0.2,"HA"
34,6,"poisson","H3",94.3636363636364,0.2,"HA"
34,5,"H1","H3",98.5454545454545,0.2,"HA"
34,6,"H1","H3",98.5454545454545,0.2,"HA"
35,5,"best","poisson",93.4545454545455,0.2,"HA"
35,6,"best","poisson",92.7272727272727,0.2,"HA"
35,5,"best","H1",96.7272727272727,0.2,"HA"
35,6,"best","H1",96.9090909090909,0.2,"HA"
35,5,"best","H3",97.6363636363636,0.2,"HA"
35,6,"best","H3",97.0909090909091,0.2,"HA"
35,5,"poisson","H1",93.0909090909091,0.2,"HA"
35,6,"poisson","H1",93.0909090909091,0.2,"HA"
35,5,"poisson","H3",93.2727272727273,0.2,"HA"
35,6,"poisson","H3",92.3636363636364,0.2,"HA"
35,5,"H1","H3",98.1818181818182,0.2,"HA"
35,6,"H1","H3",98.5454545454545,0.2,"HA"
36,5,"best","poisson",96.3636363636364,0.2,"HA"
36,6,"best","poisson",94.3636363636364,0.2,"HA"
36,5,"best","H1",98,0.2,"HA"
36,6,"best","H1",98.1818181818182,0.2,"HA"
36,5,"best","H3",98,0.2,"HA"
36,6,"best","H3",98.5454545454545,0.2,"HA"
36,5,"poisson","H1",96.9090909090909,0.2,"HA"
36,6,"poisson","H1",93.6363636363636,0.2,"HA"
36,5,"poisson","H3",97.2727272727273,0.2,"HA"
36,6,"poisson","H3",94.3636363636364,0.2,"HA"
36,5,"H1","H3",99.0909090909091,0.2,"HA"
36,6,"H1","H3",98.3636363636364,0.2,"HA"
37,5,"best","poisson",94.3636363636364,0.2,"HA"
37,6,"best","poisson",94.9090909090909,0.2,"HA"
37,5,"best","H1",98,0.2,"HA"
37,6,"best","H1",98.7272727272727,0.2,"HA"
37,5,"best","H3",98,0.2,"HA"
37,6,"best","H3",98.5454545454545,0.2,"HA"
37,5,"poisson","H1",95.2727272727273,0.2,"HA"
37,6,"poisson","H1",95.0909090909091,0.2,"HA"
37,5,"poisson","H3",95.8181818181818,0.2,"HA"
37,6,"poisson","H3",95.0909090909091,0.2,"HA"
37,5,"H1","H3",99.4545454545455,0.2,"HA"
37,6,"H1","H3",99.2727272727273,0.2,"HA"
38,5,"best","poisson",94.3636363636364,0.2,"HA"
38,6,"best","poisson",94,0.2,"HA"
38,5,"best","H1",98,0.2,"HA"
38,6,"best","H1",96.3636363636364,0.2,"HA"
38,5,"best","H3",98.1818181818182,0.2,"HA"
38,6,"best","H3",97.4545454545455,0.2,"HA"
38,5,"poisson","H1",94.9090909090909,0.2,"HA"
38,6,"poisson","H1",95.0909090909091,0.2,"HA"
38,5,"poisson","H3",95.0909090909091,0.2,"HA"
38,6,"poisson","H3",94.9090909090909,0.2,"HA"
38,5,"H1","H3",99.0909090909091,0.2,"HA"
38,6,"H1","H3",98.5454545454545,0.2,"HA"
39,5,"best","poisson",95.2727272727273,0.2,"HA"
39,6,"best","poisson",96.1818181818182,0.2,"HA"
39,5,"best","H1",98,0.2,"HA"
39,6,"best","H1",98.3636363636364,0.2,"HA"
39,5,"best","H3",98.1818181818182,0.2,"HA"
39,6,"best","H3",99.0909090909091,0.2,"HA"
39,5,"poisson","H1",95.4545454545455,0.2,"HA"
39,6,"poisson","H1",95.4545454545455,0.2,"HA"
39,5,"poisson","H3",95.8181818181818,0.2,"HA"
39,6,"poisson","H3",95.8181818181818,0.2,"HA"
39,5,"H1","H3",99.4545454545455,0.2,"HA"
39,6,"H1","H3",99.2727272727273,0.2,"HA"
40,5,"best","poisson",94.5454545454545,0.2,"HA"
40,6,"best","poisson",94.1818181818182,0.2,"HA"
40,5,"best","H1",98.3636363636364,0.2,"HA"
40,6,"best","H1",98.3636363636364,0.2,"HA"
40,5,"best","H3",98.7272727272727,0.2,"HA"
40,6,"best","H3",98.5454545454545,0.2,"HA"
40,5,"poisson","H1",94.5454545454545,0.2,"HA"
40,6,"poisson","H1",94.3636363636364,0.2,"HA"
40,5,"poisson","H3",94.5454545454545,0.2,"HA"
40,6,"poisson","H3",93.8181818181818,0.2,"HA"
40,5,"H1","H3",99.2727272727273,0.2,"HA"
40,6,"H1","H3",98.9090909090909,0.2,"HA"
41,5,"best","poisson",92.5454545454545,0.2,"HA"
41,6,"best","poisson",93.8181818181818,0.2,"HA"
41,5,"best","H1",96.9090909090909,0.2,"HA"
41,6,"best","H1",97.2727272727273,0.2,"HA"
41,5,"best","H3",97.4545454545455,0.2,"HA"
41,6,"best","H3",97.6363636363636,0.2,"HA"
41,5,"poisson","H1",93.2727272727273,0.2,"HA"
41,6,"poisson","H1",95.4545454545455,0.2,"HA"
41,5,"poisson","H3",93.0909090909091,0.2,"HA"
41,6,"poisson","H3",95.2727272727273,0.2,"HA"
41,5,"H1","H3",98.1818181818182,0.2,"HA"
41,6,"H1","H3",98.5454545454545,0.2,"HA"
42,5,"best","poisson",92.7272727272727,0.2,"HA"
42,6,"best","poisson",94.7272727272727,0.2,"HA"
42,5,"best","H1",95.4545454545455,0.2,"HA"
42,6,"best","H1",95.4545454545455,0.2,"HA"
42,5,"best","H3",96.1818181818182,0.2,"HA"
42,6,"best","H3",95.8181818181818,0.2,"HA"
42,5,"poisson","H1",91.8181818181818,0.2,"HA"
42,6,"poisson","H1",94,0.2,"HA"
42,5,"poisson","H3",92.1818181818182,0.2,"HA"
42,6,"poisson","H3",94,0.2,"HA"
42,5,"H1","H3",98.7272727272727,0.2,"HA"
42,6,"H1","H3",98.7272727272727,0.2,"HA"
43,5,"best","poisson",94.9090909090909,0.2,"HA"
43,6,"best","poisson",95.2727272727273,0.2,"HA"
43,5,"best","H1",98.1818181818182,0.2,"HA"
